 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (°C)	
14:50 14.12.2019 	 0,7 	 1,19 	 2 	 2 	 131 	 -5,4 	  
14:40 14.12.2019 	 0,64 	 1,13 	 2 	 2 	 137 	 -5,5 	  
14:30 14.12.2019 	 0,58 	 1,07 	 2 	 3 	 137 	 -5,7 	  
14:20 14.12.2019 	 0,54 	 1,01 	 2 	 2 	 120 	 -5,5 	  
14:10 14.12.2019 	 0,52 	 0,97 	 2 	 4 	 103 	 -5,3 	  
14:00 14.12.2019 	 0,5 	 0,95 	 2 	 3 	 94 	 -4,9 	  
13:50 14.12.2019 	 0,5 	 0,94 	 2 	 3 	 95 	 -5,1 	  
13:40 14.12.2019 	 0,52 	 0,96 	 2 	 3 	 108 	 -5,4 	  
13:30 14.12.2019 	 0,54 	 0,98 	 3 	 4 	 105 	 -5,6 	  
13:20 14.12.2019 	 0,59 	 1,01 	 3 	 4 	 97 	 -5,4 	  
13:10 14.12.2019 	 0,64 	 1,05 	 3 	 4 	 86 	 -5,3 	  
13:00 14.12.2019 	 0,71 	 1,13 	 4 	 5 	 79 	 -5,5 	  
12:50 14.12.2019 	 0,78 	 1,22 	 4 	 5 	 81 	 -5,3 	  
12:40 14.12.2019 	 0,88 	 1,31 	 4 	 5 	 81 	 -5,6 	  
12:30 14.12.2019 	 0,98 	 1,41 	 5 	 6 	 82 	 -5,9 	  
12:20 14.12.2019 	 1,09 	 1,52 	 4 	 6 	 82 	 -6,2 	  
12:10 14.12.2019 	 1,21 	 1,63 	 4 	 5 	 83 	 -6,1 	  
12:00 14.12.2019 	 1,33 	 1,74 	 4 	 6 	 83 	 -5,8 	  
11:50 14.12.2019 	 1,47 	 1,88 	 4 	 6 	 82 	 -5,7 	  
11:40 14.12.2019 	 1,61 	 2,03 	 5 	 5 	 80 	 -5,7 	  
11:30 14.12.2019 	 1,75 	 2,17 	 5 	 6 	 81 	 -6,1 	  
11:20 14.12.2019 	 1,9 	 2,31 	 5 	 7 	 79 	 -6,2 	  
11:10 14.12.2019 	 2,05 	 2,45 	 4 	 5 	 69 	 -5,9 	  
11:00 14.12.2019 	 2,2 	 2,57 	 5 	 6 	 67 	 -5,9 	  
10:50 14.12.2019 	 2,35 	 2,72 	 6 	 7 	 74 	 -5,8 	  
10:40 14.12.2019 	 2,5 	 2,87 	 6 	 7 	 72 	 -5,9 	  
10:30 14.12.2019 	 2,65 	 3,03 	 5 	 7 	 81 	 -5,7 	  
10:20 14.12.2019 	 2,79 	 3,2 	 5 	 6 	 84 	 -5,7 	  
10:10 14.12.2019 	 2,94 	 3,34 	 4 	 5 	 87 	 -5,9 	  
10:00 14.12.2019 	 3,07 	 3,49 	 4 	 5 	 88 	 -5,6 	  
09:50 14.12.2019 	 3,21 	 3,61 	 4 	 5 	 90 	 -5,5 	  
09:40 14.12.2019 	 3,33 	 3,73 	 5 	 5 	 82 	 -5,5 	  
09:30 14.12.2019 	 3,45 	 3,87 	 5 	 6 	 81 	 -5,7 	  
09:20 14.12.2019 	 3,57 	 4 	 5 	 6 	 82 	 -5,5 	  
09:10 14.12.2019 	 3,67 	 4,12 	 5 	 7 	 80 	 -5,7 	  
09:00 14.12.2019 	 3,77 	 4,2 	 6 	 7 	 78 	 -5,3 	  
08:50 14.12.2019 	 3,85 	 4,3 	 5 	 6 	 83 	 -5,4 	  
08:40 14.12.2019 	 3,93 	 4,36 	 5 	 7 	 79 	 -5,4 	  
08:30 14.12.2019 	 4 	 4,44 	 7 	 8 	 74 	 -5,3 	  
08:20 14.12.2019 	 4,05 	 4,48 	 7 	 8 	 74 	 -5,4 	  
08:10 14.12.2019 	 4,1 	 4,54 	 6 	 8 	 74 	 -5,5 	  
08:00 14.12.2019 	 4,13 	 4,58 	 6 	 7 	 75 	 -5,8 	  
07:50 14.12.2019 	 4,16 	 4,58 	 5 	 8 	 80 	 -5,3 	  
07:40 14.12.2019 	 4,17 	 4,6 	 5 	 6 	 82 	 -5,5 	  
07:30 14.12.2019 	 4,17 	 4,59 	 5 	 7 	 82 	 -5,8 	  
07:20 14.12.2019 	 4,16 	 4,57 	 6 	 8 	 87 	 -5,6 	  
07:10 14.12.2019 	 4,13 	 4,57 	 6 	 8 	 89 	 -5,7 	  
07:00 14.12.2019 	 4,09 	 4,52 	 6 	 8 	 95 	 -5,5 	  
06:50 14.12.2019 	 4,04 	 4,51 	 6 	 8 	 92 	 -5,5 	  
06:40 14.12.2019 	 3,98 	 4,47 	 6 	 8 	 86 	 -5,6 	  
06:30 14.12.2019 	 3,91 	 4,41 	 7 	 9 	 84 	 -6,3 	  
06:20 14.12.2019 	 3,83 	 4,33 	 7 	 9 	 82 	 -6 	  
06:10 14.12.2019 	 3,74 	 4,23 	 7 	 10 	 76 	 -6,3 	  
06:00 14.12.2019 	 3,63 	 4,13 	 9 	 11 	 74 	 -6,2 	  
05:50 14.12.2019 	 3,52 	 4,01 	 9 	 11 	 75 	 -6,1 	  
05:40 14.12.2019 	 3,4 	 3,86 	 8 	 10 	 74 	 -6,2 	  
05:30 14.12.2019 	 3,27 	 3,72 	 8 	 11 	 73 	 -6 	  
05:20 14.12.2019 	 3,13 	 3,58 	 9 	 11 	 73 	 -5,8 	  
05:10 14.12.2019 	 2,99 	 3,43 	 9 	 11 	 74 	 -6,1 	  
05:00 14.12.2019 	 2,84 	 3,26 	 9 	 11 	 74 	 -5,8 	  
04:50 14.12.2019 	 2,69 	 3,12 	 8 	 11 	 75 	 -6,1 	  
04:40 14.12.2019 	 2,54 	 2,96 	 8 	 10 	 76 	 -5,8 	  
04:30 14.12.2019 	 2,38 	 2,82 	 8 	 10 	 74 	 -6,1 	  
04:20 14.12.2019 	 2,22 	 2,66 	 8 	 10 	 75 	 -5,7 	  
04:10 14.12.2019 	 2,07 	 2,51 	 8 	 11 	 75 	 -5,6 	  
04:00 14.12.2019 	 1,91 	 2,34 	 8 	 10 	 74 	 -5,7 	  
03:50 14.12.2019 	 1,76 	 2,18 	 6 	 8 	 80 	 -5,6 	  
03:40 14.12.2019 	 1,61 	 2,04 	 7 	 8 	 83 	 -5,3 	  
03:30 14.12.2019 	 1,46 	 1,92 	 7 	 9 	 79 	 -5,3 	  
03:20 14.12.2019 	 1,32 	 1,79 	 6 	 8 	 84 	 -5,4 	  
03:10 14.12.2019 	 1,19 	 1,66 	 6 	 8 	 84 	 -5,6 	  
03:00 14.12.2019 	 1,07 	 1,54 	 6 	 9 	 81 	 -5,7 	  
02:50 14.12.2019 	 0,96 	 1,41 	 7 	 8 	 78 	 -5,7 	  
02:40 14.12.2019 	 0,85 	 1,31 	 7 	 8 	 79 	 -5,7 	  
02:30 14.12.2019 	 0,76 	 1,22 	 8 	 9 	 79 	 -5,3 	  
02:20 14.12.2019 	 0,68 	 1,13 	 8 	 10 	 75 	 -5,4 	  
02:10 14.12.2019 	 0,61 	 1,04 	 8 	 10 	 74 	 -5,4 	  
02:00 14.12.2019 	 0,55 	 1 	 8 	 10 	 72 	 -5,2 	  
01:50 14.12.2019 	 0,51 	 0,94 	 8 	 10 	 70 	 -5,2 	  
01:40 14.12.2019 	 0,48 	 0,91 	 6 	 8 	 64 	 -5,2 	  
01:30 14.12.2019 	 0,47 	 0,88 	 7 	 9 	 68 	 -5 	  
01:20 14.12.2019 	 0,47 	 0,87 	 7 	 9 	 81 	 -4,8 	  
01:10 14.12.2019 	 0,48 	 0,87 	 6 	 8 	 91 	 -5 	  
01:00 14.12.2019 	 0,51 	 0,9 	 7 	 9 	 90 	 -4,9 	  
00:50 14.12.2019 	 0,55 	 0,93 	 8 	 9 	 81 	 -5 	  
00:40 14.12.2019 	 0,6 	 1 	 7 	 10 	 76 	 -4,7 	  
00:30 14.12.2019 	 0,67 	 1,08 	 8 	 9 	 80 	 -4,8 	  
00:20 14.12.2019 	 0,75 	 1,14 	 8 	 11 	 84 	 -5,2 	  
00:10 14.12.2019 	 0,83 	 1,2 	 8 	 10 	 86 	 -5,3 	  
00:00 14.12.2019 	 0,93 	 1,3 	 8 	 10 	 87 	 -5,4 	  
23:50 13.12.2019 	 1,04 	 1,4 	 8 	 10 	 79 	 -5,3 	  
23:40 13.12.2019 	 1,15 	 1,53 	 8 	 10 	 77 	 -5,1 	  
23:30 13.12.2019 	 1,28 	 1,67 	 8 	 10 	 77 	 -5,1 	  
23:20 13.12.2019 	 1,4 	 1,81 	 7 	 9 	 79 	 -4,9 	  
23:10 13.12.2019 	 1,54 	 1,94 	 8 	 10 	 75 	 -4,9 	  
23:00 13.12.2019 	 1,67 	 2,07 	 8 	 11 	 78 	 -4,7 	  
22:50 13.12.2019 	 1,81 	 2,2 	 8 	 11 	 79 	 -4,6 	  
22:40 13.12.2019 	 1,95 	 2,33 	 8 	 10 	 83 	 -4,7 	  
22:30 13.12.2019 	 2,09 	 2,48 	 8 	 10 	 87 	 -4,4 	  
22:20 13.12.2019 	 2,23 	 2,63 	 7 	 9 	 87 	 -4,7 	  
22:10 13.12.2019 	 2,37 	 2,78 	 7 	 10 	 82 	 -4,7 	  
22:00 13.12.2019 	 2,5 	 2,92 	 7 	 10 	 77 	 -4,7 	  
21:50 13.12.2019 	 2,64 	 3,03 	 7 	 9 	 84 	 -4,4 	  
21:40 13.12.2019 	 2,76 	 3,16 	 6 	 7 	 97 	 -4,4 	  
21:30 13.12.2019 	 2,89 	 3,28 	 7 	 9 	 93 	 -4,4 	  
21:20 13.12.2019 	 3,01 	 3,42 	 7 	 10 	 92 	 -4,5 	  
21:10 13.12.2019 	 3,12 	 3,56 	 8 	 10 	 87 	 -4,4 	  
21:00 13.12.2019 	 3,22 	 3,66 	 8 	 10 	 91 	 -4 	  
20:50 13.12.2019 	 3,32 	 3,76 	 8 	 10 	 87 	 -4,2 	  
20:40 13.12.2019 	 3,41 	 3,82 	 8 	 10 	 88 	 -4,4 	  
20:30 13.12.2019 	 3,49 	 3,88 	 8 	 11 	 87 	 -4,4 	  
20:20 13.12.2019 	 3,56 	 3,95 	 8 	 10 	 85 	 -4,3 	  
20:10 13.12.2019 	 3,62 	 4,03 	 8 	 10 	 81 	 -4,2 	  
20:00 13.12.2019 	 3,68 	 4,09 	 8 	 11 	 84 	 -4,1 	  
19:50 13.12.2019 	 3,72 	 4,15 	 9 	 11 	 84 	 -4,1 	  
19:40 13.12.2019 	 3,75 	 4,18 	 9 	 11 	 88 	 -3,9 	  
19:30 13.12.2019 	 3,77 	 4,15 	 9 	 11 	 88 	 -3,9 	  
19:20 13.12.2019 	 3,78 	 4,16 	 9 	 11 	 84 	 -4,2 	  
19:10 13.12.2019 	 3,78 	 4,14 	 9 	 11 	 84 	 -4,1 	  
19:00 13.12.2019 	 3,77 	 4,14 	 9 	 11 	 80 	 -4,2 	  
18:50 13.12.2019 	 3,75 	 4,14 	 9 	 12 	 78 	 -4,1 	  
18:40 13.12.2019 	 3,71 	 4,12 	 9 	 11 	 81 	 -4,2 	  
18:30 13.12.2019 	 3,67 	 4,07 	 9 	 12 	 83 	 -4,2 	  
18:20 13.12.2019 	 3,61 	 4 	 9 	 11 	 85 	 -4,2 	  
18:10 13.12.2019 	 3,54 	 3,92 	 9 	 12 	 82 	 -4 	  
18:00 13.12.2019 	 3,47 	 3,85 	 8 	 12 	 83 	 -3,9 	  
17:50 13.12.2019 	 3,38 	 3,79 	 9 	 11 	 81 	 -4,2 	  
17:40 13.12.2019 	 3,28 	 3,7 	 9 	 12 	 80 	 -4,3 	  
17:30 13.12.2019 	 3,18 	 3,61 	 8 	 11 	 75 	 -4,1 	  
17:20 13.12.2019 	 3,07 	 3,49 	 8 	 10 	 75 	 -4,1 	  
17:10 13.12.2019 	 2,95 	 3,36 	 9 	 12 	 78 	 -3,8 	  
17:00 13.12.2019 	 2,82 	 3,18 	 9 	 12 	 81 	 -3,9 	  
16:50 13.12.2019 	 2,69 	 3,04 	 10 	 12 	 86 	 -4 	  
16:40 13.12.2019 	 2,56 	 2,87 	 10 	 13 	 83 	 -4,1 	  
16:30 13.12.2019 	 2,42 	 2,75 	 9 	 12 	 81 	 -4,1 	  
16:20 13.12.2019 	 2,28 	 2,62 	 9 	 12 	 81 	 -3,9 	  
16:10 13.12.2019 	 2,14 	 2,48 	 8 	 11 	 84 	 -3,8 	  
16:00 13.12.2019 	 1,99 	 2,33 	 7 	 10 	 84 	 -4 	  
15:50 13.12.2019 	 1,85 	 2,17 	 9 	 12 	 85 	 -4,2 	  
15:40 13.12.2019 	 1,71 	 2,05 	 9 	 11 	 84 	 -4,4 	  
15:30 13.12.2019 	 1,57 	 1,92 	 9 	 12 	 81 	 -4,6 	  
15:20 13.12.2019 	 1,44 	 1,82 	 9 	 12 	 79 	 -4,5 	  
15:10 13.12.2019 	 1,31 	 1,71 	 8 	 11 	 82 	 -4,3 	  
15:00 13.12.2019 	 1,19 	 1,61 	 8 	 10 	 82 	 -4,4 	  
14:50 13.12.2019 	 1,07 	 1,49 	 9 	 11 	 86 	 -4,3 	  
14:40 13.12.2019 	 0,97 	 1,41 	 9 	 11 	 86 	 -4,4 	  
14:30 13.12.2019 	 0,87 	 1,3 	 9 	 11 	 84 	 -4,3 	  
14:20 13.12.2019 	 0,78 	 1,22 	 9 	 12 	 87 	 -4,2 	  
14:10 13.12.2019 	 0,71 	 1,16 	 9 	 11 	 89 	 -4,4 	  
14:00 13.12.2019 	 0,64 	 1,09 	 9 	 11 	 87 	 -4,6 	  
13:50 13.12.2019 	 0,59 	 1,02 	 8 	 11 	 83 	 -4,5 	  
13:40 13.12.2019 	 0,55 	 0,96 	 8 	 10 	 83 	 -4,4 	  
13:30 13.12.2019 	 0,52 	 0,92 	 8 	 10 	 80 	 -4,3 	  
13:20 13.12.2019 	 0,51 	 0,9 	 8 	 11 	 78 	 -4,1 	  
13:10 13.12.2019 	 0,51 	 0,89 	 7 	 10 	 80 	 -4,2 	  
13:00 13.12.2019 	 0,52 	 0,9 	 7 	 9 	 80 	 -4,5 	  
12:50 13.12.2019 	 0,55 	 0,91 	 8 	 11 	 79 	 -4,5 	  
12:40 13.12.2019 	 0,59 	 0,95 	 8 	 11 	 80 	 -4,7 	  
12:30 13.12.2019 	 0,65 	 0,99 	 8 	 11 	 79 	 -4,7 	  
12:20 13.12.2019 	 0,72 	 1,05 	 8 	 10 	 79 	 -5 	  
12:10 13.12.2019 	 0,79 	 1,12 	 8 	 11 	 76 	 -4,9 	  
12:00 13.12.2019 	 0,89 	 1,22 	 8 	 11 	 82 	 -5,2 	  
11:50 13.12.2019 	 0,99 	 1,33 	 8 	 10 	 85 	 -5,1 	  
11:40 13.12.2019 	 1,1 	 1,44 	 6 	 9 	 90 	 -4,8 	  
11:30 13.12.2019 	 1,22 	 1,55 	 3 	 6 	 104 	 -5,4 	  
11:20 13.12.2019 	 1,34 	 1,69 	 2 	 3 	 124 	 -5,7 	  
11:10 13.12.2019 	 1,48 	 1,83 	 1 	 2 	 184 	 -6,1 	  
11:00 13.12.2019 	 1,61 	 1,97 	 1 	 2 	 154 	 -6,4 	  
10:50 13.12.2019 	 1,76 	 2,1 	 1 	 3 	 78 	 -6,4 	  
10:40 13.12.2019 	 1,9 	 2,26 	 1 	 2 	 85 	 -6,2 	  
10:30 13.12.2019 	 2,05 	 2,4 	 1 	 2 	 106 	 -6,8 	  
10:20 13.12.2019 	 2,2 	 2,54 	 2 	 4 	 132 	 -7 	  
10:10 13.12.2019 	 2,35 	 2,71 	 2 	 3 	 133 	 -7,3 	  
10:00 13.12.2019 	 2,5 	 2,85 	 1 	 2 	 148 	 -7,6 	  
09:50 13.12.2019 	 2,65 	 3,01 	 2 	 3 	 144 	 -8 	  
09:40 13.12.2019 	 2,79 	 3,16 	 2 	 3 	 121 	 -7,8 	  
09:30 13.12.2019 	 2,93 	 3,31 	 2 	 3 	 122 	 -7,4 	  
09:20 13.12.2019 	 3,07 	 3,45 	 2 	 3 	 130 	 -7,8 	  
09:10 13.12.2019 	 3,2 	 3,57 	 2 	 4 	 128 	 -7,3 	  
09:00 13.12.2019 	 3,32 	 3,69 	 2 	 3 	 118 	 -6,8 	  
08:50 13.12.2019 	 3,44 	 3,81 	 2 	 3 	 131 	 -7,2 	  
08:40 13.12.2019 	 3,55 	 3,9 	 2 	 4 	 136 	 -7,6 	  
08:30 13.12.2019 	 3,65 	 4,01 	 2 	 3 	 104 	 -7,1 	  
08:20 13.12.2019 	 3,75 	 4,12 	 2 	 4 	 115 	 -7,3 	  
08:10 13.12.2019 	 3,83 	 4,23 	 2 	 3 	 128 	 -7,1 	  
08:00 13.12.2019 	 3,91 	 4,27 	 2 	 4 	 134 	 -8 	  
07:50 13.12.2019 	 3,98 	 4,36 	 2 	 3 	 150 	 -8,5 	  
07:40 13.12.2019 	 4,03 	 4,38 	 2 	 4 	 148 	 -8,4 	  
07:30 13.12.2019 	 4,08 	 4,45 	 3 	 5 	 152 	 -8 	  
07:20 13.12.2019 	 4,11 	 4,48 	 2 	 4 	 151 	 -7,4 	  
07:10 13.12.2019 	 4,13 	 4,5 	 3 	 4 	 142 	 -7,1 	  
07:00 13.12.2019 	 4,14 	 4,53 	 3 	 5 	 147 	 -6,8 	  
06:50 13.12.2019 	 4,14 	 4,53 	 2 	 4 	 150 	 -6,4 	  
06:40 13.12.2019 	 4,12 	 4,51 	 3 	 5 	 138 	 -6,2 	  
06:30 13.12.2019 	 4,1 	 4,49 	 3 	 5 	 126 	 -5,4 	  
06:20 13.12.2019 	 4,06 	 4,47 	 3 	 5 	 130 	 -5,7 	  
06:10 13.12.2019 	 4,01 	 4,44 	 3 	 4 	 147 	 -6,1 	  
06:00 13.12.2019 	 3,95 	 4,4 	 2 	 3 	 163 	 -6,8 	  
05:50 13.12.2019 	 3,87 	 4,34 	 2 	 3 	 142 	 -6,3 	  
05:40 13.12.2019 	 3,79 	 4,24 	 3 	 4 	 143 	 -6,7 	  
05:30 13.12.2019 	 3,7 	 4,14 	 4 	 4 	 141 	 -6,7 	  
05:20 13.12.2019 	 3,59 	 4 	 3 	 4 	 143 	 -6,3 	  
05:10 13.12.2019 	 3,48 	 3,88 	 4 	 5 	 137 	 -6,2 	  
05:00 13.12.2019 	 3,36 	 3,77 	 4 	 5 	 117 	 -4,5 	  
04:50 13.12.2019 	 3,23 	 3,66 	 3 	 5 	 126 	 -6 	  
04:40 13.12.2019 	 3,09 	 3,53 	 3 	 5 	 121 	 -4,9 	  
04:30 13.12.2019 	 2,95 	 3,36 	 2 	 3 	 134 	 -4,9 	  
04:20 13.12.2019 	 2,8 	 3,17 	 2 	 3 	 135 	 -5,1 	  
04:10 13.12.2019 	 2,65 	 2,99 	 3 	 4 	 143 	 -5,7 	  
04:00 13.12.2019 	 2,5 	 2,85 	 3 	 4 	 136 	 -6,1 	  
03:50 13.12.2019 	 2,35 	 2,71 	 3 	 4 	 150 	 -6,9 	  
03:40 13.12.2019 	 2,19 	 2,56 	 3 	 5 	 148 	 -6,1 	  
03:30 13.12.2019 	 2,03 	 2,38 	 3 	 5 	 149 	 -6,1 	  
03:20 13.12.2019 	 1,88 	 2,2 	 4 	 5 	 140 	 -5,5 	  
03:10 13.12.2019 	 1,73 	 2,02 	 4 	 6 	 122 	 -4,7 	  
03:00 13.12.2019 	 1,58 	 1,89 	 3 	 4 	 107 	 -4,6 	  
02:50 13.12.2019 	 1,44 	 1,8 	 3 	 4 	 146 	 -5,3 	  
02:40 13.12.2019 	 1,31 	 1,68 	 2 	 3 	 140 	 -4,7 	  
02:30 13.12.2019 	 1,18 	 1,55 	 3 	 5 	 98 	 -4,2 	  
02:20 13.12.2019 	 1,06 	 1,42 	 5 	 8 	 80 	 -3,5 	  
02:10 13.12.2019 	 0,95 	 1,32 	 5 	 6 	 102 	 -4 	  
02:00 13.12.2019 	 0,85 	 1,24 	 4 	 6 	 103 	 -3,6 	  
01:50 13.12.2019 	 0,76 	 1,14 	 5 	 6 	 109 	 -4,1 	  
01:40 13.12.2019 	 0,68 	 1,02 	 4 	 6 	 86 	 -3,9 	  
01:30 13.12.2019 	 0,61 	 0,95 	 5 	 7 	 71 	 -3,7 	  
01:20 13.12.2019 	 0,56 	 0,91 	 6 	 9 	 86 	 -3,8 	  
01:10 13.12.2019 	 0,52 	 0,89 	 3 	 6 	 123 	 -3,7 	  
01:00 13.12.2019 	 0,5 	 0,87 	 3 	 5 	 143 	 -4,2 	  
00:50 13.12.2019 	 0,49 	 0,86 	 3 	 4 	 140 	 -4,6 	  
00:40 13.12.2019 	 0,49 	 0,81 	 2 	 3 	 82 	 -4 	  
00:30 13.12.2019 	 0,51 	 0,8 	 2 	 5 	 316 	 -3,9 	  
00:20 13.12.2019 	 0,54 	 0,83 	 1 	 3 	 270 	 -3,9 	  
00:10 13.12.2019 	 0,58 	 0,87 	 2 	 4 	 166 	 -4,4 	  
00:00 13.12.2019 	 0,64 	 0,96 	 5 	 6 	 125 	 -3,4 	  
23:50 12.12.2019 	 0,7 	 1,01 	 6 	 7 	 118 	 -3,2 	  
23:40 12.12.2019 	 0,78 	 1,05 	 4 	 7 	 130 	 -3,4 	  
23:30 12.12.2019 	 0,87 	 1,15 	 4 	 5 	 137 	 -3,3 	  
23:20 12.12.2019 	 0,97 	 1,27 	 5 	 6 	 121 	 -2,7 	  
23:10 12.12.2019 	 1,08 	 1,4 	 6 	 8 	 120 	 -2,8 	  
23:00 12.12.2019 	 1,19 	 1,55 	 6 	 8 	 117 	 -2,4 	  
22:50 12.12.2019 	 1,31 	 1,68 	 6 	 8 	 120 	 -2,1 	  
22:40 12.12.2019 	 1,44 	 1,79 	 6 	 7 	 118 	 -2,3 	  
22:30 12.12.2019 	 1,57 	 1,96 	 5 	 7 	 124 	 -2,4 	  
22:20 12.12.2019 	 1,71 	 2,06 	 5 	 7 	 131 	 -2,4 	  
22:10 12.12.2019 	 1,84 	 2,2 	 3 	 5 	 141 	 -2,8 	  
22:00 12.12.2019 	 1,98 	 2,34 	 3 	 4 	 163 	 -2,9 	  
21:50 12.12.2019 	 2,12 	 2,45 	 2 	 4 	 160 	 -2,7 	  
21:40 12.12.2019 	 2,25 	 2,62 	 3 	 4 	 172 	 -2,3 	  
21:30 12.12.2019 	 2,39 	 2,74 	 3 	 4 	 193 	 -2,5 	  
21:20 12.12.2019 	 2,52 	 2,88 	 2 	 5 	 154 	 -2,1 	  
21:10 12.12.2019 	 2,65 	 3,02 	 4 	 8 	 95 	 -1,5 	  
21:00 12.12.2019 	 2,78 	 3,16 	 6 	 9 	 91 	 -1,3 	  
20:50 12.12.2019 	 2,9 	 3,3 	 6 	 9 	 75 	 -1,2 	  
20:40 12.12.2019 	 3,01 	 3,41 	 8 	 11 	 67 	 -0,9 	  
20:30 12.12.2019 	 3,12 	 3,54 	 7 	 12 	 74 	 -0,8 	  
20:20 12.12.2019 	 3,23 	 3,62 	 6 	 10 	 62 	 -0,9 	  
20:10 12.12.2019 	 3,32 	 3,73 	 8 	 11 	 56 	 -1 	  
20:00 12.12.2019 	 3,41 	 3,82 	 8 	 11 	 60 	 -0,8 	  
19:50 12.12.2019 	 3,49 	 3,87 	 9 	 12 	 63 	 -0,8 	  
19:40 12.12.2019 	 3,56 	 3,94 	 10 	 14 	 62 	 -0,5 	  
19:30 12.12.2019 	 3,61 	 4,02 	 10 	 13 	 64 	 -0,5 	  
19:20 12.12.2019 	 3,67 	 4,07 	 10 	 13 	 65 	 -0,8 	  
19:10 12.12.2019 	 3,7 	 4,09 	 10 	 13 	 57 	 -0,8 	  
19:00 12.12.2019 	 3,73 	 4,09 	 10 	 14 	 53 	 -0,7 	  
18:50 12.12.2019 	 3,75 	 4,11 	 10 	 14 	 49 	 -0,9 	  
18:40 12.12.2019 	 3,76 	 4,13 	 10 	 15 	 55 	 -0,7 	  
18:30 12.12.2019 	 3,76 	 4,07 	 8 	 12 	 60 	 -0,6 	  
18:20 12.12.2019 	 3,74 	 4,07 	 7 	 10 	 61 	 -0,4 	  
18:10 12.12.2019 	 3,72 	 4,03 	 9 	 13 	 45 	 -0,4 	  
18:00 12.12.2019 	 3,68 	 3,99 	 9 	 13 	 43 	 -0,6 	  
17:50 12.12.2019 	 3,64 	 3,96 	 9 	 13 	 37 	 -0,6 	  
17:40 12.12.2019 	 3,58 	 3,94 	 9 	 13 	 34 	 -0,6 	  
17:30 12.12.2019 	 3,51 	 3,9 	 8 	 13 	 25 	 -0,6 	  
17:20 12.12.2019 	 3,43 	 3,85 	 10 	 13 	 31 	 -0,7 	  
17:10 12.12.2019 	 3,35 	 3,73 	 8 	 11 	 38 	 -0,6 	  
17:00 12.12.2019 	 3,25 	 3,63 	 9 	 13 	 41 	 -0,4 	  
16:50 12.12.2019 	 3,15 	 3,51 	 8 	 14 	 45 	 -0,7 	  
16:40 12.12.2019 	 3,04 	 3,39 	 8 	 11 	 43 	 -0,3 	  
16:30 12.12.2019 	 2,92 	 3,29 	 7 	 10 	 45 	 -0,1 	  
16:20 12.12.2019 	 2,79 	 3,18 	 8 	 12 	 46 	 -0,4 	  
16:10 12.12.2019 	 2,67 	 3,08 	 9 	 12 	 39 	 -0,3 	  
16:00 12.12.2019 	 2,53 	 2,93 	 10 	 13 	 35 	 -0,6 	  
15:50 12.12.2019 	 2,4 	 2,79 	 10 	 14 	 29 	 -0,8 	  
15:40 12.12.2019 	 2,26 	 2,63 	 10 	 14 	 31 	 -0,7 	  
15:30 12.12.2019 	 2,12 	 2,49 	 10 	 14 	 37 	 -0,9 	  
15:20 12.12.2019 	 1,98 	 2,37 	 12 	 16 	 36 	 -0,5 	  
15:10 12.12.2019 	 1,84 	 2,21 	 12 	 17 	 43 	 -0,2 	  
15:00 12.12.2019 	 1,71 	 2,06 	 13 	 17 	 42 	 -0,5 	  
14:50 12.12.2019 	 1,57 	 1,89 	 13 	 17 	 43 	 -0,6 	  
14:40 12.12.2019 	 1,45 	 1,76 	 14 	 18 	 43 	 -0,6 	  
14:30 12.12.2019 	 1,32 	 1,63 	 12 	 18 	 42 	 -0,3 	  
14:20 12.12.2019 	 1,2 	 1,54 	 12 	 15 	 37 	 -0,4 	  
14:10 12.12.2019 	 1,09 	 1,43 	 12 	 16 	 36 	 -0,8 	  
14:00 12.12.2019 	 0,99 	 1,38 	 11 	 14 	 34 	 -0,9 	  
13:50 12.12.2019 	 0,9 	 1,27 	 11 	 15 	 36 	 -0,9 	  
13:40 12.12.2019 	 0,82 	 1,2 	 10 	 13 	 40 	 -0,2 	  
13:30 12.12.2019 	 0,75 	 1,14 	 10 	 14 	 42 	 0,2 	  
13:20 12.12.2019 	 0,69 	 1,08 	 10 	 13 	 40 	 -0,4 	  
13:10 12.12.2019 	 0,64 	 1,03 	 9 	 14 	 43 	 -0,6 	  
13:00 12.12.2019 	 0,6 	 1,04 	 10 	 14 	 45 	 -0,8 	  
12:50 12.12.2019 	 0,58 	 0,99 	 10 	 14 	 39 	 -1 	  
12:40 12.12.2019 	 0,57 	 0,96 	 9 	 13 	 47 	 -0,7 	  
12:30 12.12.2019 	 0,58 	 0,99 	 10 	 14 	 39 	 -0,9 	  
12:20 12.12.2019 	 0,59 	 1,01 	 10 	 13 	 44 	 -0,7 	  
12:10 12.12.2019 	 0,62 	 1,01 	 10 	 13 	 42 	 -0,8 	  
12:00 12.12.2019 	 0,67 	 1,03 	 9 	 13 	 43 	 -0,7 	  
11:50 12.12.2019 	 0,72 	 1,06 	 8 	 13 	 44 	 -0,9 	  
11:40 12.12.2019 	 0,79 	 1,11 	 9 	 12 	 37 	 -1,2 	  
11:30 12.12.2019 	 0,87 	 1,21 	 7 	 10 	 37 	 -1,2 	  
11:20 12.12.2019 	 0,96 	 1,31 	 8 	 11 	 34 	 -1 	  
